timestamp,request_id,client_country,service,endpoint,entity_type,entity_value,status_code,processing_time_ms,event_type
2026-07-09T21:29:53.043Z,req_000189,Mexico,team-service,/api/teams,team,Argentina,200,7,team_lookup
2026-07-09T21:29:53.058Z,req_000186,Mexico,stadium-service,/api/stadiums,stadium,Kansas City Stadium,200,35,stadium_lookup
2026-07-09T21:29:53.068Z,req_000192,Japan,match-service,/api/matches,match_day,2026-06-19,500,28,match_lookup
2026-07-09T21:29:53.071Z,req_000191,USA,team-service,/api/teams,team,Argentina,200,32,team_lookup
2026-07-09T21:29:53.071Z,req_000193,Mexico,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,29,stadium_lookup
2026-07-09T21:29:53.080Z,req_000204,USA,team-service,/api/teams,team,Netherlands,500,10,team_lookup
2026-07-09T21:29:53.085Z,req_000197,France,stadium-service,/api/stadiums,stadium,Kansas City Stadium,200,30,stadium_lookup
2026-07-09T21:29:53.093Z,req_000198,Spain,stadium-service,/api/stadiums,stadium,Los Angeles Stadium,200,36,stadium_lookup
2026-07-09T21:29:53.100Z,req_000200,Germany,team-service,/api/teams,team,Germany,200,39,team_lookup
2026-07-09T21:29:53.105Z,req_000206,Brazil,stadium-service,/api/stadiums,stadium,Toronto Stadium,200,20,stadium_lookup
2026-07-09T21:29:53.107Z,req_000217,Iran,team-service,/api/teams,team,Argentina,200,3,team_lookup
2026-07-09T21:29:53.108Z,req_000213,Germany,stadium-service,/api/stadiums,stadium,Dallas Stadium,200,10,stadium_lookup
2026-07-09T21:29:53.116Z,req_000219,Japan,team-service,/api/teams,team,Italy,200,6,team_lookup
2026-07-09T21:29:53.117Z,req_000207,Japan,stadium-service,/api/stadiums,stadium,Mexico City Stadium,200,27,stadium_lookup
2026-07-09T21:29:53.126Z,req_000225,USA,team-service,/api/teams,team,USA,200,6,team_lookup
2026-07-09T21:29:53.132Z,req_000220,Brazil,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,23,stadium_lookup
2026-07-09T21:29:53.136Z,req_000221,Germany,stadium-service,/api/stadiums,stadium,Dallas Stadium,200,22,stadium_lookup
2026-07-09T21:29:53.137Z,req_000228,Mexico,match-service,/api/matches,match_day,2026-06-12,200,12,match_lookup
2026-07-09T21:29:53.138Z,req_000233,Mexico,team-service,/api/teams,team,Mexico,200,8,team_lookup
2026-07-09T21:29:53.140Z,req_000236,Spain,team-service,/api/teams,team,Germany,200,5,team_lookup
2026-07-09T21:29:53.144Z,req_000222,Germany,team-service,/api/teams,team,Argentina,200,32,team_lookup
2026-07-09T21:29:53.154Z,req_000226,USA,team-service,/api/teams,team,Argentina,200,32,team_lookup
2026-07-09T21:29:53.183Z,req_000237,Japan,stadium-service,/api/stadiums,stadium,Mexico City Stadium,200,48,stadium_lookup
2026-07-09T21:29:53.187Z,req_000239,Argentina,stadium-service,/api/stadiums,stadium,Houston Stadium,200,5,stadium_lookup
2026-07-09T21:29:53.188Z,req_000238,Germany,stadium-service,/api/stadiums,stadium,,400,6,stadium_lookup
2026-07-09T21:29:53.212Z,req_000250,Spain,match-service,/api/matches,match_day,2026-06-14,200,6,match_lookup
2026-07-09T21:29:53.215Z,req_000241,USA,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,14,stadium_lookup
2026-07-09T21:29:53.220Z,req_000240,USA,team-service,/api/teams,team,Belgium,200,19,team_lookup
2026-07-09T21:29:53.222Z,req_000243,Mexico,match-service,/api/matches,match_day,2026-06-28,200,20,match_lookup
2026-07-09T21:29:53.223Z,req_000253,Germany,team-service,/api/teams,team,Germany,200,15,team_lookup
2026-07-09T21:29:53.226Z,req_000252,Iran,team-service,/api/teams,team,Canada,200,17,team_lookup
2026-07-09T21:29:53.229Z,req_000248,Japan,stadium-service,/api/stadiums,stadium,,400,24,stadium_lookup
2026-07-09T21:29:53.232Z,req_000263,France,team-service,/api/teams,team,France,200,4,team_lookup
2026-07-09T21:29:53.234Z,req_000235,Argentina,match-service,/api/matches,match_day,2026-07-14,200,35,match_lookup
2026-07-09T21:29:53.240Z,req_000242,USA,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,39,stadium_lookup
2026-07-09T21:29:53.240Z,req_000249,Iran,team-service,/api/teams,team,Argentina,200,34,team_lookup
2026-07-09T21:29:53.241Z,req_000257,Spain,team-service,/api/teams,team,Spain,200,18,team_lookup
2026-07-09T21:29:53.242Z,req_000002,Iran,stadium-service,/api/stadiums,stadium,San Francisco Bay Area Stadium,200,652,stadium_lookup
2026-07-09T21:29:53.251Z,req_000251,Germany,stadium-service,/api/stadiums,stadium,Monterrey Stadium,200,45,stadium_lookup
2026-07-09T21:29:53.251Z,req_000267,Spain,team-service,/api/teams,team,Spain,200,9,team_lookup
2026-07-09T21:29:53.254Z,req_000256,Japan,team-service,/api/teams,team,Japan,200,31,team_lookup
2026-07-09T21:29:53.255Z,req_000269,France,match-service,/api/matches,match_day,2026-06-18,200,12,match_lookup
2026-07-09T21:29:53.263Z,req_000261,Japan,team-service,/api/teams,team,Saudi Arabia,200,36,team_lookup
2026-07-09T21:29:53.263Z,req_000265,Iran,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,32,stadium_lookup
2026-07-09T21:29:53.276Z,req_000262,USA,match-service,/api/matches,match_day,2026-06-29,500,48,match_lookup
2026-07-09T21:29:53.315Z,req_000276,USA,match-service,/api/matches,match_day,2026-06-25,200,20,match_lookup
2026-07-09T21:29:53.326Z,req_000273,France,match-service,/api/matches,match_day,2026-06-28,200,36,match_lookup
2026-07-09T21:29:53.327Z,req_000274,USA,team-service,/api/teams,team,El Dorado,404,32,team_lookup
2026-07-09T21:29:53.329Z,req_000275,Canada,team-service,/api/teams,team,Ecuador,200,38,team_lookup
2026-07-09T21:29:53.332Z,req_000277,France,team-service,/api/teams,team,France,200,38,team_lookup
2026-07-09T21:29:53.334Z,req_000268,Argentina,match-service,/api/matches,match_day,2026-06-25,200,28,match_lookup
2026-07-09T21:29:53.334Z,req_000270,Mexico,stadium-service,/api/stadiums,stadium,Miami Stadium,200,48,stadium_lookup
2026-07-09T21:29:53.338Z,req_000282,France,stadium-service,/api/stadiums,city,Dallas,200,32,stadium_lookup
2026-07-09T21:29:53.343Z,req_000280,Germany,stadium-service,/api/stadiums,stadium,Miami Stadium,200,47,stadium_lookup
2026-07-09T21:29:53.350Z,req_000283,Iran,team-service,/api/teams,team,Argentina,200,13,team_lookup
2026-07-09T21:29:53.357Z,req_000291,Mexico,team-service,/api/teams,team,Mexico,200,5,team_lookup
2026-07-09T21:29:53.367Z,req_000292,Argentina,team-service,/api/teams,team,Argentina,200,16,team_lookup
2026-07-09T21:29:53.375Z,req_000293,Iran,team-service,/api/teams,team,Argentina,200,24,team_lookup
2026-07-09T21:29:53.384Z,req_000289,Spain,match-service,/api/matches,match_day,2026-06-25,200,40,match_lookup
2026-07-09T21:29:53.434Z,req_000298,Brazil,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,16,stadium_lookup
2026-07-09T21:29:53.458Z,req_000296,Mexico,match-service,/api/matches,match_day,25-06-2026,400,15,match_lookup
2026-07-09T21:29:53.470Z,req_000290,Argentina,team-service,/api/teams,team,Sweden,200,25,team_lookup
2026-07-09T21:29:53.475Z,req_000311,Germany,team-service,/api/teams,team,Croatia,200,18,team_lookup
2026-07-09T21:29:53.476Z,req_000300,France,stadium-service,/api/stadiums,stadium,Houston Stadium,200,43,stadium_lookup
2026-07-09T21:29:53.484Z,req_000306,Argentina,match-service,/api/matches,match_day,2026-06-25,200,49,match_lookup
2026-07-09T21:29:53.484Z,req_000314,France,team-service,/api/teams,team,Argentina,200,5,team_lookup
2026-07-09T21:29:53.490Z,req_000308,France,team-service,/api/teams,team,Australia,200,34,team_lookup
2026-07-09T21:29:53.493Z,req_000318,Canada,stadium-service,/api/stadiums,stadium,Los Angeles Stadium,200,12,stadium_lookup
2026-07-09T21:29:53.503Z,req_000320,Germany,team-service,/api/teams,team,Germany,200,21,team_lookup
2026-07-09T21:29:53.507Z,req_000317,Japan,stadium-service,/api/stadiums,stadium,Miami Stadium,200,27,stadium_lookup
2026-07-09T21:29:53.514Z,req_000319,USA,stadium-service,/api/stadiums,stadium,Camp Nou,404,32,stadium_lookup
2026-07-09T21:29:53.515Z,req_000151,France,stadium-service,/api/stadiums,city,Seattle,200,600,stadium_lookup
2026-07-09T21:29:53.558Z,req_000162,Argentina,team-service,/api/teams,team,Canada,200,599,team_lookup
2026-07-09T21:29:53.590Z,req_000328,Germany,team-service,/api/teams,team,Germany,200,13,team_lookup
2026-07-09T21:29:53.591Z,req_000325,Iran,stadium-service,/api/stadiums,stadium,Mexico City Stadium,200,16,stadium_lookup
2026-07-09T21:29:53.612Z,req_000231,Iran,match-service,/api/matches,match_day,2026-06-18,200,482,match_lookup
2026-07-09T21:29:53.628Z,req_000329,Iran,team-service,/api/teams,team,Argentina,200,16,team_lookup
2026-07-09T21:29:53.632Z,req_000344,Brazil,team-service,/api/teams,team,Brazil,200,5,team_lookup
2026-07-09T21:29:53.634Z,req_000333,Japan,team-service,/api/teams,team,Argentina,500,15,team_lookup
2026-07-09T21:29:53.640Z,req_000340,France,team-service,/api/teams,team,France,200,13,team_lookup
2026-07-09T21:29:53.653Z,req_000349,Argentina,stadium-service,/api/stadiums,city,Houston,200,8,stadium_lookup
2026-07-09T21:29:53.655Z,req_000348,Brazil,team-service,/api/teams,team,Brazil,200,9,team_lookup
2026-07-09T21:29:53.657Z,req_000321,Iran,match-service,/api/matches,match_day,2026-06-25,200,39,match_lookup
2026-07-09T21:29:53.668Z,req_000346,Germany,team-service,/api/teams,team,Argentina,200,27,team_lookup
2026-07-09T21:29:53.670Z,req_000351,France,team-service,/api/teams,team,France,200,22,team_lookup
2026-07-09T21:29:53.672Z,req_000347,Germany,team-service,/api/teams,team,Germany,200,23,team_lookup
2026-07-09T21:29:53.679Z,req_000359,Germany,team-service,/api/teams,team,Germany,200,10,team_lookup
2026-07-09T21:29:53.680Z,req_000365,Brazil,stadium-service,/api/stadiums,stadium,Dallas Stadium,200,5,stadium_lookup
2026-07-09T21:29:53.682Z,req_000354,Iran,team-service,/api/teams,team,Argentina,200,18,team_lookup
2026-07-09T21:29:53.688Z,req_000360,Canada,team-service,/api/teams,team,Genovia,404,21,team_lookup
2026-07-09T21:29:53.690Z,req_000356,Germany,team-service,/api/teams,team,South Korea,200,25,team_lookup
2026-07-09T21:29:53.702Z,req_000353,Mexico,match-service,/api/matches,match_day,,400,39,match_lookup
2026-07-09T21:29:53.706Z,req_000364,Germany,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,29,stadium_lookup
2026-07-09T21:29:53.707Z,req_000020,Iran,stadium-service,/api/stadiums,stadium,Houston Stadium,200,1114,stadium_lookup
2026-07-09T21:29:53.708Z,req_000371,Argentina,match-service,/api/matches,match_day,2026-06-25,200,10,match_lookup
2026-07-09T21:29:53.709Z,req_000363,France,team-service,/api/teams,team,Nigeria,200,36,team_lookup
2026-07-09T21:29:53.711Z,req_000370,Brazil,match-service,/api/matches,match_day,2026-06-25,200,14,match_lookup
2026-07-09T21:29:53.722Z,req_000380,Morocco,team-service,/api/teams,team,Morocco,200,9,team_lookup
2026-07-09T21:29:53.727Z,req_000375,Iran,match-service,/api/matches,match_day,2026-06-25,200,23,match_lookup
2026-07-09T21:29:53.728Z,req_000372,Mexico,match-service,/api/matches,match_day,2026-06-14,500,29,match_lookup
2026-07-09T21:29:53.731Z,req_000378,USA,match-service,/api/matches,match_day,2026-06-25,200,23,match_lookup
2026-07-09T21:29:53.732Z,req_000390,Japan,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,4,stadium_lookup
2026-07-09T21:29:53.740Z,req_000376,Argentina,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,36,stadium_lookup
2026-07-09T21:29:53.740Z,req_000377,Iran,team-service,/api/teams,team,Croatia,200,33,team_lookup
2026-07-09T21:29:53.743Z,req_000383,Argentina,team-service,/api/teams,team,Argentina,200,26,team_lookup
2026-07-09T21:29:53.746Z,req_000391,USA,stadium-service,/api/stadiums,stadium,BC Place Vancouver,200,16,stadium_lookup
2026-07-09T21:29:53.750Z,req_000388,USA,team-service,/api/teams,team,Denmark,200,24,team_lookup
2026-07-09T21:29:53.751Z,req_000284,Iran,match-service,/api/matches,match_day,2026-06-13,200,445,match_lookup
2026-07-09T21:29:53.755Z,req_000387,Iran,team-service,/api/teams,team,Colombia,200,31,team_lookup
2026-07-09T21:29:53.756Z,req_000382,Brazil,team-service,/api/teams,team,Brazil,200,35,team_lookup
2026-07-09T21:29:53.758Z,req_000385,Brazil,match-service,/api/matches,match_day,2026-06-25,200,36,match_lookup
2026-07-09T21:29:53.774Z,req_000389,Germany,stadium-service,/api/stadiums,stadium,BC Place Vancouver,200,47,stadium_lookup
2026-07-09T21:29:53.778Z,req_000397,France,match-service,/api/matches,match_day,2026-07-14,200,25,match_lookup
2026-07-09T21:29:53.780Z,req_000395,Iran,stadium-service,/api/stadiums,stadium,,400,43,stadium_lookup
2026-07-09T21:29:53.782Z,req_000396,Iran,stadium-service,/api/stadiums,stadium,Los Angeles Stadium,200,43,stadium_lookup
2026-07-09T21:29:53.782Z,req_000405,Brazil,team-service,/api/teams,team,Brazil,200,11,team_lookup
2026-07-09T21:29:53.809Z,req_000398,Canada,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,44,stadium_lookup
2026-07-09T21:29:53.888Z,req_000411,Argentina,stadium-service,/api/stadiums,stadium,Los Angeles Stadium,200,21,stadium_lookup
2026-07-09T21:29:53.889Z,req_000413,Brazil,team-service,/api/teams,team,Portugal,200,18,team_lookup
2026-07-09T21:29:53.894Z,req_000418,France,match-service,/api/matches,match_day,2026-06-25,200,21,match_lookup
2026-07-09T21:29:53.895Z,req_000425,Iran,match-service,/api/matches,match_day,2026-06-14,200,11,match_lookup
2026-07-09T21:29:53.896Z,req_000423,Iran,match-service,/api/matches,match_day,2026-06-18,200,15,match_lookup
2026-07-09T21:29:53.909Z,req_000410,Mexico,stadium-service,/api/stadiums,city,Atlanta,500,46,stadium_lookup
2026-07-09T21:29:53.916Z,req_000414,France,match-service,/api/matches,match_day,2026-06-25,200,46,match_lookup
2026-07-09T21:29:53.933Z,req_000227,Argentina,stadium-service,/api/stadiums,stadium,Mexico City Stadium,200,810,stadium_lookup
2026-07-09T21:29:53.934Z,req_000431,Brazil,team-service,/api/teams,team,Brazil,200,22,team_lookup
2026-07-09T21:29:53.936Z,req_000432,Iran,team-service,/api/teams,team,Germany,200,18,team_lookup
2026-07-09T21:29:53.941Z,req_000433,France,team-service,/api/teams,team,Sweden,200,21,team_lookup
2026-07-09T21:29:53.942Z,req_000435,Japan,team-service,/api/teams,team,Japan,200,19,team_lookup
2026-07-09T21:29:53.960Z,req_000436,Argentina,team-service,/api/teams,team,Morocco,200,23,team_lookup
2026-07-09T21:29:53.970Z,req_000441,Mexico,match-service,/api/matches,match_day,2026-06-25,200,37,match_lookup
2026-07-09T21:29:53.970Z,req_000443,Iran,stadium-service,/api/stadiums,stadium,Kansas City Stadium,200,30,stadium_lookup
2026-07-09T21:29:53.978Z,req_000453,Iran,team-service,/api/teams,team,Spain,200,6,team_lookup
2026-07-09T21:29:53.984Z,req_000258,Brazil,stadium-service,/api/stadiums,stadium,San Francisco Bay Area Stadium,200,760,stadium_lookup
2026-07-09T21:29:53.984Z,req_000445,Iran,match-service,/api/matches,match_day,2026-06-25,200,36,match_lookup
2026-07-09T21:29:53.986Z,req_000448,Spain,team-service,/api/teams,team,Spain,200,20,team_lookup
2026-07-09T21:29:54.000Z,req_000452,Brazil,match-service,/api/matches,match_day,2026-06-13,200,31,match_lookup
2026-07-09T21:29:54.006Z,req_000449,Brazil,match-service,/api/matches,match_day,2026-06-15,200,41,match_lookup
2026-07-09T21:29:54.007Z,req_000462,Spain,stadium-service,/api/stadiums,stadium,Wembley Stadium,404,6,stadium_lookup
2026-07-09T21:29:54.017Z,req_000465,USA,stadium-service,/api/stadiums,stadium,Old Trafford,404,19,stadium_lookup
2026-07-09T21:29:54.019Z,req_000463,France,match-service,/api/matches,match_day,2026-07-14,200,35,match_lookup
2026-07-09T21:29:54.021Z,req_000461,Iran,team-service,/api/teams,team,Argentina,200,39,team_lookup
2026-07-09T21:29:54.026Z,req_000466,USA,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,4,stadium_lookup
2026-07-09T21:29:54.035Z,req_000307,Japan,match-service,/api/matches,match_day,2026-07-14,200,593,match_lookup
2026-07-09T21:29:54.035Z,req_000473,Mexico,match-service,/api/matches,match_day,2026-06-25,200,8,match_lookup
2026-07-09T21:29:54.037Z,req_000467,Mexico,team-service,/api/teams,team,Mexico,200,37,team_lookup
2026-07-09T21:29:54.039Z,req_000470,Mexico,stadium-service,/api/stadiums,stadium,Los Angeles Stadium,200,17,stadium_lookup
2026-07-09T21:29:54.044Z,req_000478,Germany,match-service,/api/matches,match_day,2026-06-25,200,15,match_lookup
2026-07-09T21:29:54.044Z,req_000480,USA,match-service,/api/matches,match_day,2026-07-06,200,13,match_lookup
2026-07-09T21:29:54.052Z,req_000471,USA,stadium-service,/api/stadiums,stadium,Kansas City Stadium,200,29,stadium_lookup
2026-07-09T21:29:54.056Z,req_000468,Spain,match-service,/api/matches,match_day,2026-06-29,200,33,match_lookup
2026-07-09T21:29:54.056Z,req_000469,Brazil,match-service,/api/matches,match_day,,400,32,match_lookup
2026-07-09T21:29:54.057Z,req_000481,Brazil,match-service,/api/matches,match_day,2026-06-25,200,26,match_lookup
2026-07-09T21:29:54.070Z,req_000487,USA,stadium-service,/api/stadiums,stadium,San Francisco Bay Area Stadium,200,4,stadium_lookup
2026-07-09T21:29:54.074Z,req_000482,Germany,match-service,/api/matches,match_day,not-a-date,400,41,match_lookup
2026-07-09T21:29:54.074Z,req_000485,Brazil,team-service,/api/teams,team,Spain,200,30,team_lookup
2026-07-09T21:29:54.077Z,req_000493,Canada,match-service,/api/matches,match_day,,400,9,match_lookup
